semana,agencia_id,canal_id,ruta_sak,cliente_id,producto_id,venta_uni_hoy,venta_hoy,dev_uni_proxima,dev_proxima,demanda_uni_equil
7,1455,1,1101,146830,43204,9,68.76,,0,9
6,1455,1,1101,146830,43206,47,211.5,,0,47
8,1455,1,1101,146830,43206,74,333,,0,74
3,1455,1,1101,146830,43206,61,274.5,,0,61
5,1455,1,1101,146830,43206,20,90,,0,20
4,1455,1,1101,146830,43206,36,162,,0,36
7,1455,1,1101,146830,43206,30,135,,0,30
6,1455,1,1101,146830,43209,4,27.04,,0,4
8,1455,1,1101,146830,43209,8,54.08,,0,8
3,1455,1,1101,146830,43209,15,101.4,,0,15
5,1455,1,1101,146830,43209,3,20.28,,0,3
4,1455,1,1101,146830,43209,15,101.4,,0,15
7,1455,1,1101,146830,43209,6,40.56,,0,6
6,1455,1,1101,146830,43220,7,132.86,,0,7
8,1455,1,1101,146830,43220,5,94.9,,0,5
3,1455,1,1101,146830,43220,9,170.82,,0,9
5,1455,1,1101,146830,43220,12,227.76,,0,12
4,1455,1,1101,146830,43220,8,151.84,,0,8
7,1455,1,1101,146830,43220,13,246.74,,0,13
6,1455,1,1101,146836,43118,4,39.64,,0,4
8,1455,1,1101,146836,43118,16,158.56,,0,16
3,1455,1,1101,146836,43118,6,59.46,,0,6
5,1455,1,1101,146836,43118,25,247.75,,9.91,24
4,1455,1,1101,146836,43118,16,158.56,,0,16
7,1455,1,1101,146836,43118,18,178.38,,0,18
6,1455,1,1101,146836,43197,7,58.66,,0,7
8,1455,1,1101,146836,43197,10,83.8,,0,10
3,1455,1,1101,146836,43197,6,50.28,,0,6
5,1455,1,1101,146836,43197,4,33.52,,0,4
4,1455,1,1101,146836,43197,2,16.76,,0,2
7,1455,1,1101,146836,43197,4,33.52,,0,4
6,1455,1,1101,146836,43200,10,182.4,,0,10
8,1455,1,1101,146836,43200,7,127.68,,0,7
3,1455,1,1101,146836,43200,11,200.64,,0,11
5,1455,1,1101,146836,43200,9,164.16,,0,9
4,1455,1,1101,146836,43200,13,237.12,,0,13
7,1455,1,1101,146836,43200,9,164.16,,0,9
6,1455,1,1101,146836,43202,6,50.28,,0,6
8,1455,1,1101,146836,43202,14,117.32,,0,14
3,1455,1,1101,146836,43202,10,83.8,,0,10
5,1455,1,1101,146836,43202,14,117.32,,0,14
4,1455,1,1101,146836,43202,15,125.7,,0,15
7,1455,1,1101,146836,43202,10,83.8,,0,10
6,1455,1,1101,146836,43203,10,76.4,,0,10
8,1455,1,1101,146836,43203,17,129.88,,0,17
3,1455,1,1101,146836,43203,18,137.52,,0,18
5,1455,1,1101,146836,43203,18,137.52,,15.28,16
4,1455,1,1101,146836,43203,22,168.08,,0,22
7,1455,1,1101,146836,43203,21,160.44,,0,21
6,1455,1,1101,146836,43206,20,90,,0,20
8,1455,1,1101,146836,43206,28,126,,0,28
3,1455,1,1101,146836,43206,20,90,,0,20
5,1455,1,1101,146836,43206,31,139.5,,4.5,30
4,1455,1,1101,146836,43206,26,117,,0,26
7,1455,1,1101,146836,43206,22,99,,0,22
6,1455,1,1101,146836,43220,4,75.92,,0,4
8,1455,1,1101,146836,43220,3,56.94,,0,3
3,1455,1,1101,146836,43220,4,75.92,,0,4
5,1455,1,1101,146836,43220,4,75.92,,0,4
4,1455,1,1101,146836,43220,9,170.82,,0,9
7,1455,1,1101,146836,43220,1,18.98,,0,1
6,1455,1,1101,146844,43118,10,99.1,,0,10
8,1455,1,1101,146844,43118,13,128.83,,0,13
3,1455,1,1101,146844,43118,8,79.28,,0,8
5,1455,1,1101,146844,43118,4,39.64,,0,4
4,1455,1,1101,146844,43118,12,118.92,,0,12
7,1455,1,1101,146844,43118,14,138.74,,0,14
6,1455,1,1101,146844,43169,4,75.92,,0,4
8,1455,1,1101,146844,43169,3,56.94,,0,3
3,1455,1,1101,146844,43169,8,151.84,,0,8
5,1455,1,1101,146844,43169,6,113.88,,0,6
4,1455,1,1101,146844,43169,4,75.92,,0,4
7,1455,1,1101,146844,43169,4,75.92,,0,4
6,1455,1,1101,146844,43197,7,58.66,,0,7
8,1455,1,1101,146844,43197,11,92.18,,0,11
3,1455,1,1101,146844,43197,4,33.52,,0,4
5,1455,1,1101,146844,43197,7,58.66,,0,7
4,1455,1,1101,146844,43197,6,50.28,,0,6
7,1455,1,1101,146844,43197,7,58.66,,0,7
6,1455,1,1101,146844,43200,12,218.88,,0,12
8,1455,1,1101,146844,43200,13,237.12,,0,13
3,1455,1,1101,146844,43200,11,200.64,,0,11
5,1455,1,1101,146844,43200,14,255.36,,0,14
4,1455,1,1101,146844,43200,12,218.88,,0,12
7,1455,1,1101,146844,43200,14,255.36,,0,14
6,1455,1,1101,146844,43201,6,58.98,,0,6
8,1455,1,1101,146844,43201,8,78.64,,0,8
3,1455,1,1101,146844,43201,6,58.98,,0,6
5,1455,1,1101,146844,43201,5,49.15,,0,5
4,1455,1,1101,146844,43201,5,49.15,,0,5
7,1455,1,1101,146844,43201,2,19.66,,0,2
6,1455,1,1101,146844,43202,10,83.8,,0,10
8,1455,1,1101,146844,43202,11,92.18,,0,11
3,1455,1,1101,146844,43202,4,33.52,,0,4
5,1455,1,1101,146844,43202,8,67.04,,0,8
4,1455,1,1101,146844,43202,14,117.32,,0,14
7,1455,1,1101,146844,43202,8,67.04,,0,8
6,1455,1,1101,146844,43203,18,137.52,,0,18
8,1455,1,1101,146844,43203,37,282.68,,0,37
3,1455,1,1101,146844,43203,22,168.08,,0,22
5,1455,1,1101,146844,43203,22,168.08,,0,22
4,1455,1,1101,146844,43203,28,213.92,,0,28
7,1455,1,1101,146844,43203,27,206.28,,0,27
6,1455,1,1101,146844,43206,27,121.5,,0,27
8,1455,1,1101,146844,43206,47,211.5,,0,47
3,1455,1,1101,146844,43206,6,27,,0,6
5,1455,1,1101,146844,43206,20,90,,0,20
4,1455,1,1101,146844,43206,20,90,,0,20
7,1455,1,1101,146844,43206,45,202.5,,0,45
6,1455,1,1101,146844,43209,10,67.6,,0,10
8,1455,1,1101,146844,43209,4,27.04,,0,4
3,1455,1,1101,146844,43209,4,27.04,,0,4
5,1455,1,1101,146844,43209,6,40.56,,0,6
4,1455,1,1101,146844,43209,12,81.12,,0,12
7,1455,1,1101,146844,43209,8,54.08,,0,8
6,1455,1,1101,146844,43220,6,113.88,,0,6
8,1455,1,1101,146844,43220,6,113.88,,0,6
3,1455,1,1101,146844,43220,4,75.92,,0,4
5,1455,1,1101,146844,43220,11,208.78,,0,11
4,1455,1,1101,146844,43220,8,151.84,,0,8
7,1455,1,1101,146844,43220,4,75.92,,0,4
6,1455,1,1101,146853,43118,22,218.02,,0,22
8,1455,1,1101,146853,43118,28,277.48,,0,28
3,1455,1,1101,146853,43118,20,198.2,,0,20
5,1455,1,1101,146853,43118,24,237.84,,0,24
4,1455,1,1101,146853,43118,17,168.47,,0,17
7,1455,1,1101,146853,43118,18,178.38,,0,18
6,1455,1,1101,146853,43169,5,94.9,,0,5
8,1455,1,1101,146853,43169,12,227.76,,0,12
3,1455,1,1101,146853,43169,5,94.9,,0,5
5,1455,1,1101,146853,43169,11,208.78,,0,11
4,1455,1,1101,146853,43169,9,170.82,,0,9
7,1455,1,1101,146853,43169,10,189.8,,0,10
6,1455,1,1101,146853,43197,11,92.18,,0,11
8,1455,1,1101,146853,43197,11,92.18,,0,11
3,1455,1,1101,146853,43197,7,58.66,,0,7
5,1455,1,1101,146853,43197,4,33.52,,0,4
4,1455,1,1101,146853,43197,5,41.9,,0,5
7,1455,1,1101,146853,43197,8,67.04,,0,8
6,1455,1,1101,146853,43200,28,510.72,,0,28
8,1455,1,1101,146853,43200,20,364.8,,0,20
3,1455,1,1101,146853,43200,28,510.72,,0,28
5,1455,1,1101,146853,43200,21,383.04,,0,21
4,1455,1,1101,146853,43200,30,547.2,,0,30
7,1455,1,1101,146853,43200,29,528.96,,0,29
6,1455,1,1101,146853,43201,5,49.15,,0,5
8,1455,1,1101,146853,43201,4,39.32,,0,4
3,1455,1,1101,146853,43201,3,29.49,,0,3
5,1455,1,1101,146853,43201,3,29.49,,0,3
4,1455,1,1101,146853,43201,5,49.15,,9.83,4
7,1455,1,1101,146853,43201,5,49.15,,0,5
6,1455,1,1101,146853,43202,20,167.6,,0,20
8,1455,1,1101,146853,43202,18,150.84,,0,18
3,1455,1,1101,146853,43202,19,159.22,,0,19
5,1455,1,1101,146853,43202,16,134.08,,0,16
4,1455,1,1101,146853,43202,20,167.6,,0,20
7,1455,1,1101,146853,43202,18,150.84,,0,18
6,1455,1,1101,146853,43203,21,160.44,,0,21
8,1455,1,1101,146853,43203,28,213.92,,0,28
3,1455,1,1101,146853,43203,22,168.08,,0,22
5,1455,1,1101,146853,43203,24,183.36,,0,24
4,1455,1,1101,146853,43203,24,183.36,,0,24
7,1455,1,1101,146853,43203,22,168.08,,0,22
6,1455,1,1101,146853,43220,15,284.7,,0,15
8,1455,1,1101,146853,43220,18,341.64,,0,18
3,1455,1,1101,146853,43220,16,303.68,,0,16
5,1455,1,1101,146853,43220,20,379.6,,0,20
4,1455,1,1101,146853,43220,12,227.76,,0,12
7,1455,1,1101,146853,43220,15,284.7,,0,15
6,1455,1,1101,148503,43200,3,54.72,,0,3
8,1455,1,1101,148503,43200,5,91.2,,0,5
3,1455,1,1101,148503,43200,3,54.72,,0,3
5,1455,1,1101,148503,43200,6,109.44,,0,6
4,1455,1,1101,148503,43200,7,127.68,,0,7
7,1455,1,1101,148503,43200,2,36.48,,0,2
6,1455,1,1101,148503,43203,6,45.84,,0,6
8,1455,1,1101,148503,43203,3,22.92,,0,3
3,1455,1,1101,148503,43203,16,122.24,,0,16
5,1455,1,1101,148503,43203,16,122.24,,0,16
4,1455,1,1101,148503,43203,19,145.16,,0,19
7,1455,1,1101,148503,43203,16,122.24,,0,16
6,1455,1,1101,148503,43206,21,94.5,,0,21
8,1455,1,1101,148503,43206,7,31.5,,0,7
3,1455,1,1101,148503,43206,8,36,,0,8
5,1455,1,1101,148503,43206,28,126,,0,28
4,1455,1,1101,148503,43206,30,135,,0,30
7,1455,1,1101,148503,43206,12,54,,0,12
6,1455,1,1101,148511,43118,12,118.92,,0,12
8,1455,1,1101,148511,43118,8,79.28,,0,8
3,1455,1,1101,148511,43118,14,138.74,,0,14
5,1455,1,1101,148511,43118,4,39.64,,0,4
4,1455,1,1101,148511,43118,6,59.46,,0,6
7,1455,1,1101,148511,43118,4,39.64,,0,4
6,1455,1,1101,148511,43202,16,134.08,,0,16
8,1455,1,1101,148511,43202,8,67.04,,0,8
3,1455,1,1101,148511,43202,18,150.84,,0,18
5,1455,1,1101,148511,43202,9,75.42,,0,9
4,1455,1,1101,148511,43202,18,150.84,,0,18
7,1455,1,1101,148511,43202,10,83.8,,0,10
6,1455,1,1101,148511,43203,10,76.4,,0,10
8,1455,1,1101,148511,43203,12,91.68,,0,12
3,1455,1,1101,148511,43203,16,122.24,,0,16
5,1455,1,1101,148511,43203,12,91.68,,0,12
4,1455,1,1101,148511,43203,10,76.4,,0,10
7,1455,1,1101,148511,43203,10,76.4,,22.92,7
6,1455,1,1101,149206,43118,13,128.83,,0,13
8,1455,1,1101,149206,43118,11,109.01,,0,11
3,1455,1,1101,149206,43118,18,178.38,,0,18
5,1455,1,1101,149206,43118,14,138.74,,0,14
4,1455,1,1101,149206,43118,12,118.92,,0,12
7,1455,1,1101,149206,43118,10,99.1,,0,10
6,1455,1,1101,149206,43200,6,109.44,,0,6
8,1455,1,1101,149206,43200,7,127.68,,0,7
3,1455,1,1101,149206,43200,7,127.68,,0,7
5,1455,1,1101,149206,43200,9,164.16,,0,9
4,1455,1,1101,149206,43200,7,127.68,,0,7
7,1455,1,1101,149206,43200,7,127.68,,0,7
6,1455,1,1101,149206,43202,11,92.18,,0,11
8,1455,1,1101,149206,43202,10,83.8,,0,10
3,1455,1,1101,149206,43202,6,50.28,,0,6
5,1455,1,1101,149206,43202,5,41.9,,0,5
4,1455,1,1101,149206,43202,12,100.56,,0,12
7,1455,1,1101,149206,43202,7,58.66,,0,7
6,1455,1,1101,149206,43203,14,106.96,,0,14
8,1455,1,1101,149206,43203,21,160.44,,0,21
3,1455,1,1101,149206,43203,22,168.08,,0,22
5,1455,1,1101,149206,43203,18,137.52,,0,18
4,1455,1,1101,149206,43203,18,137.52,,0,18
7,1455,1,1101,149206,43203,15,114.6,,0,15
6,1455,1,1101,149206,43206,35,157.5,,0,35
8,1455,1,1101,149206,43206,27,121.5,,0,27
3,1455,1,1101,149206,43206,24,108,,0,24
5,1455,1,1101,149206,43206,48,216,,0,48
4,1455,1,1101,149206,43206,31,139.5,,0,31
7,1455,1,1101,149206,43206,31,139.5,,0,31
6,1455,1,1101,149206,43207,12,36.24,,0,12
8,1455,1,1101,149206,43207,4,12.08,,0,4
3,1455,1,1101,149206,43207,5,15.1,,0,5
5,1455,1,1101,149206,43207,5,15.1,,0,5
4,1455,1,1101,149206,43207,10,30.2,,0,10
7,1455,1,1101,149206,43207,7,21.14,,0,7
6,1455,1,1101,149206,43220,7,132.86,,0,7
8,1455,1,1101,149206,43220,6,113.88,,0,6
3,1455,1,1101,149206,43220,4,75.92,,0,4
5,1455,1,1101,149206,43220,4,75.92,,0,4
4,1455,1,1101,149206,43220,9,170.82,,0,9
7,1455,1,1101,149206,43220,6,113.88,,0,6
6,1455,1,1101,149208,43220,4,75.92,,0,4
8,1455,1,1101,149208,43220,3,56.94,,0,3
3,1455,1,1101,149208,43220,4,75.92,,0,4
5,1455,1,1101,149208,43220,2,37.96,,0,2
4,1455,1,1101,149208,43220,2,37.96,,151.84,0
7,1455,1,1101,149208,43220,2,37.96,,0,2
6,1455,1,1101,384555,43118,6,59.46,,0,6
8,1455,1,1101,384555,43118,8,79.28,,0,8
3,1455,1,1101,384555,43118,6,59.46,,0,6
5,1455,1,1101,384555,43118,6,59.46,,0,6
4,1455,1,1101,384555,43118,5,49.55,,0,5
7,1455,1,1101,384555,43118,2,19.82,,0,2
6,1455,1,1101,384555,43203,10,76.4,,0,10
8,1455,1,1101,384555,43203,10,76.4,,0,10
3,1455,1,1101,384555,43203,10,76.4,,0,10
5,1455,1,1101,384555,43203,10,76.4,,0,10
4,1455,1,1101,384555,43203,4,30.56,,0,4
7,1455,1,1101,384555,43203,10,76.4,,0,10
6,1455,1,1101,384555,43206,20,90,,0,20
8,1455,1,1101,384555,43206,15,67.5,,0,15
3,1455,1,1101,384555,43206,15,67.5,,0,15
5,1455,1,1101,384555,43206,12,54,,0,12
4,1455,1,1101,384555,43206,8,36,,0,8
7,1455,1,1101,384555,43206,12,54,,0,12
6,1455,1,1101,1954614,43197,9,75.42,,0,9
8,1455,1,1101,1954614,43197,6,50.28,,0,6
3,1455,1,1101,1954614,43197,9,75.42,,0,9
5,1455,1,1101,1954614,43197,4,33.52,,0,4
4,1455,1,1101,1954614,43197,12,100.56,,0,12
7,1455,1,1101,1954614,43197,3,25.14,,0,3
6,1455,1,1101,1954614,43200,12,218.88,,0,12
8,1455,1,1101,1954614,43200,12,218.88,,0,12
3,1455,1,1101,1954614,43200,20,364.8,,0,20
5,1455,1,1101,1954614,43200,18,328.32,,0,18
4,1455,1,1101,1954614,43200,6,109.44,,0,6
7,1455,1,1101,1954614,43200,12,218.88,,0,12
6,1455,1,1101,1954614,43202,22,184.36,,0,22
8,1455,1,1101,1954614,43202,12,100.56,,0,12
3,1455,1,1101,1954614,43202,16,134.08,,0,16
5,1455,1,1101,1954614,43202,12,100.56,,0,12
4,1455,1,1101,1954614,43202,9,75.42,,0,9
7,1455,1,1101,1954614,43202,18,150.84,,0,18
6,1455,1,1101,1954614,43203,25,191,,0,25
8,1455,1,1101,1954614,43203,20,152.8,,0,20
3,1455,1,1101,1954614,43203,28,213.92,,0,28
5,1455,1,1101,1954614,43203,20,152.8,,0,20
4,1455,1,1101,1954614,43203,22,168.08,,0,22
7,1455,1,1101,1954614,43203,16,122.24,,0,16
6,1455,1,1101,1961959,43156,30,501.6,,0,30
8,1455,1,1101,1961959,43156,20,334.4,,0,20
3,1455,1,1101,1961959,43156,30,501.6,,0,30
5,1455,1,1101,1961959,43156,20,334.4,,0,20
4,1455,1,1101,1961959,43156,20,334.4,,0,20
7,1455,1,1101,1961959,43156,25,418,,0,25
6,1455,1,1101,1961959,43169,16,307.2,,0,16
8,1455,1,1101,1961959,43169,16,307.2,,0,16
3,1455,1,1101,1961959,43169,14,268.8,,0,14
5,1455,1,1101,1961959,43169,8,153.6,,0,8
4,1455,1,1101,1961959,43169,4,76.8,,0,4
7,1455,1,1101,1961959,43169,20,384,,0,20
6,1455,1,1101,1961959,43200,50,960,,0,50
8,1455,1,1101,1961959,43200,36,691.2,,0,36
3,1455,1,1101,1961959,43200,36,691.2,,0,36
5,1455,1,1101,1961959,43200,39,748.8,,0,39
4,1455,1,1101,1961959,43200,39,748.8,,0,39
7,1455,1,1101,1961959,43200,51,979.2,,0,51
6,1455,1,1101,1961959,43202,37,325.6,,0,37
8,1455,1,1101,1961959,43202,43,378.4,,0,43
3,1455,1,1101,1961959,43202,24,211.2,,0,24
5,1455,1,1101,1961959,43202,22,193.6,,0,22
4,1455,1,1101,1961959,43202,21,184.8,,0,21
7,1455,1,1101,1961959,43202,42,369.6,,0,42
6,1455,1,1101,1961959,43203,53,419.76,,0,53
8,1455,1,1101,1961959,43203,44,348.48,,0,44
3,1455,1,1101,1961959,43203,22,174.24,,0,22
5,1455,1,1101,1961959,43203,34,269.28,,0,34
4,1455,1,1101,1961959,43203,54,427.68,,0,54
7,1455,1,1101,1961959,43203,64,506.88,,0,64
6,1455,1,1101,1961959,43204,16,126.72,,0,16
8,1455,1,1101,1961959,43204,5,39.6,,0,5
3,1455,1,1101,1961959,43204,6,47.52,,0,6
5,1455,1,1101,1961959,43204,8,63.36,,0,8
4,1455,1,1101,1961959,43204,14,110.88,,0,14
7,1455,1,1101,1961959,43204,17,134.64,,0,17
6,1455,1,1101,1961959,43209,24,168.96,,0,24
8,1455,1,1101,1961959,43209,11,77.44,,0,11
3,1455,1,1101,1961959,43209,18,126.72,,0,18
5,1455,1,1101,1961959,43209,22,154.88,,0,22
4,1455,1,1101,1961959,43209,5,35.2,,0,5
7,1455,1,1101,1961959,43209,36,253.44,,0,36
6,1455,1,1101,1961959,43220,20,384,,0,20
8,1455,1,1101,1961959,43220,24,460.8,,0,24
3,1455,1,1101,1961959,43220,20,384,,0,20
5,1455,1,1101,1961959,43220,12,230.4,,0,12
4,1455,1,1101,1961959,43220,2,38.4,,0,2
7,1455,1,1101,1961959,43220,36,691.2,,0,36
6,1455,1,1101,1961959,43342,16,294.4,,0,16
8,1455,1,1101,1961959,43342,12,220.8,,0,12
3,1455,1,1101,1961959,43342,16,294.4,,0,16
5,1455,1,1101,1961959,43342,12,220.8,,0,12
4,1455,1,1101,1961959,43342,22,404.8,,0,22
7,1455,1,1101,1961959,43342,20,368,,0,20
6,1455,1,1101,1961959,43343,16,232.32,,0,16
8,1455,1,1101,1961959,43343,12,174.24,,0,12
3,1455,1,1101,1961959,43343,6,87.12,,0,6
5,1455,1,1101,1961959,43343,8,116.16,,0,8
4,1455,1,1101,1961959,43343,30,435.6,,0,30
7,1455,1,1101,1961959,43343,28,406.56,,0,28
6,1455,1,1101,1961959,43344,10,145.2,,0,10
8,1455,1,1101,1961959,43344,15,217.8,,0,15
3,1455,1,1101,1961959,43344,20,290.4,,0,20
5,1455,1,1101,1961959,43344,10,145.2,,0,10
4,1455,1,1101,1961959,43344,10,145.2,,0,10
7,1455,1,1101,1961959,43344,15,217.8,,0,15
6,1455,1,1101,2158631,37006,36,306,,0,36
8,1455,1,1101,2158631,37006,45,382.5,,0,45
3,1455,1,1101,2158631,37006,30,255,,0,30
5,1455,1,1101,2158631,37006,15,127.5,,0,15
4,1455,1,1101,2158631,37006,30,255,,0,30
7,1455,1,1101,2158631,37006,12,102,,0,12
6,1455,1,1101,2158631,43118,10,102.1,,0,10
8,1455,1,1101,2158631,43118,12,122.52,,0,12
3,1455,1,1101,2158631,43118,17,173.57,,0,17
5,1455,1,1101,2158631,43118,10,102.1,,0,10
4,1455,1,1101,2158631,43118,12,122.52,,0,12
7,1455,1,1101,2158631,43118,12,122.52,,0,12
6,1455,1,1101,2158631,43202,6,50.4,,0,6
8,1455,1,1101,2158631,43202,8,67.2,,0,8
3,1455,1,1101,2158631,43202,17,142.8,,0,17
5,1455,1,1101,2158631,43202,10,84,,0,10
4,1455,1,1101,2158631,43202,12,100.8,,0,12
7,1455,1,1101,2158631,43202,12,100.8,,0,12
6,1455,1,1101,2158631,43203,15,115.5,,0,15
8,1455,1,1101,2158631,43203,22,169.4,,0,22
3,1455,1,1101,2158631,43203,12,92.4,,0,12
5,1455,1,1101,2158631,43203,12,92.4,,0,12
4,1455,1,1101,2158631,43203,22,169.4,,0,22
7,1455,1,1101,2158631,43203,23,177.1,,0,23
6,1455,1,1101,2158631,43204,12,92.4,,0,12
8,1455,1,1101,2158631,43204,10,77,,0,10
3,1455,1,1101,2158631,43204,17,130.9,,0,17
5,1455,1,1101,2158631,43204,4,30.8,,0,4
4,1455,1,1101,2158631,43204,8,61.6,,0,8
7,1455,1,1101,2158631,43204,12,92.4,,0,12
6,1455,1,1101,2158639,43200,11,197.67,,0,11
8,1455,1,1101,2158639,43200,14,251.58,,0,14
3,1455,1,1101,2158639,43200,7,125.79,,0,7
5,1455,1,1101,2158639,43200,9,161.73,,0,9
4,1455,1,1101,2158639,43200,4,71.88,,0,4
7,1455,1,1101,2158639,43200,9,161.73,,0,9
6,1455,1,1101,2158639,43202,7,57.61,,0,7
8,1455,1,1101,2158639,43202,12,98.76,,0,12
3,1455,1,1101,2158639,43202,11,90.53,,0,11
5,1455,1,1101,2158639,43202,5,41.15,,0,5
4,1455,1,1101,2158639,43202,6,49.38,,0,6
7,1455,1,1101,2158639,43202,10,82.3,,0,10
6,1455,1,1101,2158639,43203,12,88.92,,0,12
8,1455,1,1101,2158639,43203,18,133.38,,0,18
3,1455,1,1101,2158639,43203,18,133.38,,0,18
5,1455,1,1101,2158639,43203,16,118.56,,0,16
4,1455,1,1101,2158639,43203,5,37.05,,0,5
7,1455,1,1101,2158639,43203,10,74.1,,0,10
6,1455,1,1101,2158639,43204,9,66.69,,0,9
8,1455,1,1101,2158639,43204,4,29.64,,0,4
3,1455,1,1101,2158639,43204,6,44.46,,0,6
5,1455,1,1101,2158639,43204,2,14.82,,0,2
4,1455,1,1101,2158639,43204,2,14.82,,0,2
7,1455,1,1101,2158639,43204,4,29.64,,0,4
6,1455,1,1101,2212150,37006,11,82.5,,0,11
8,1455,1,1101,2212150,37006,10,75,,0,10
3,1455,1,1101,2212150,37006,5,37.5,,0,5
5,1455,1,1101,2212150,37006,3,22.5,,0,3
4,1455,1,1101,2212150,37006,8,60,,0,8
7,1455,1,1101,2212150,37006,3,22.5,,0,3
6,1455,1,1101,2212150,43118,5,49.55,,0,5
8,1455,1,1101,2212150,43118,10,99.1,,0,10
3,1455,1,1101,2212150,43118,9,89.19,,0,9
5,1455,1,1101,2212150,43118,8,79.28,,0,8
4,1455,1,1101,2212150,43118,9,89.19,,0,9
7,1455,1,1101,2212150,43118,8,79.28,,0,8
6,1455,1,1101,2212150,43200,6,109.44,,0,6
8,1455,1,1101,2212150,43200,8,145.92,,0,8
3,1455,1,1101,2212150,43200,4,72.96,,0,4
5,1455,1,1101,2212150,43200,2,36.48,,0,2
4,1455,1,1101,2212150,43200,5,91.2,,0,5
7,1455,1,1101,2212150,43200,2,36.48,,0,2
6,1455,1,1101,2212150,43202,10,83.8,,0,10
8,1455,1,1101,2212150,43202,11,92.18,,0,11
3,1455,1,1101,2212150,43202,9,75.42,,0,9
5,1455,1,1101,2212150,43202,5,41.9,,0,5
4,1455,1,1101,2212150,43202,9,75.42,,0,9
7,1455,1,1101,2212150,43202,8,67.04,,0,8
6,1455,1,1101,2212150,43203,15,114.6,,0,15
8,1455,1,1101,2212150,43203,17,129.88,,0,17
3,1455,1,1101,2212150,43203,12,91.68,,0,12
5,1455,1,1101,2212150,43203,20,152.8,,0,20
4,1455,1,1101,2212150,43203,16,122.24,,0,16
7,1455,1,1101,2212150,43203,8,61.12,,0,8
6,1455,1,1101,2212150,43206,20,90,,0,20
8,1455,1,1101,2212150,43206,22,99,,0,22
3,1455,1,1101,2212150,43206,18,81,,0,18
5,1455,1,1101,2212150,43206,24,108,,0,24
4,1455,1,1101,2212150,43206,28,126,,0,28
7,1455,1,1101,2212150,43206,8,36,,0,8
6,1455,1,1101,2212150,43220,2,37.96,,0,2
8,1455,1,1101,2212150,43220,2,37.96,,0,2
3,1455,1,1101,2212150,43220,5,94.9,,0,5
5,1455,1,1101,2212150,43220,2,37.96,,0,2
4,1455,1,1101,2212150,43220,4,75.92,,0,4
7,1455,1,1101,2212150,43220,1,18.98,,0,1
6,1455,1,1101,2232632,30007,18,120.06,,0,18
8,1455,1,1101,2232632,30007,20,133.4,,0,20
3,1455,1,1101,2232632,30007,7,46.69,,0,7
5,1455,1,1101,2232632,30007,10,66.7,,0,10
4,1455,1,1101,2232632,30007,18,120.06,,0,18
7,1455,1,1101,2232632,30007,20,133.4,,0,20
6,1455,1,1101,2232632,34938,5,53.45,,0,5
8,1455,1,1101,2232632,34938,8,85.52,,0,8
3,1455,1,1101,2232632,34938,4,42.76,,0,4
5,1455,1,1101,2232632,34938,8,85.52,,0,8
4,1455,1,1101,2232632,34938,2,21.38,,0,2
7,1455,1,1101,2232632,34938,9,96.21,,0,9
6,1455,1,1101,2232632,41843,35,240.1,,0,35
8,1455,1,1101,2232632,41843,27,185.22,,0,27
3,1455,1,1101,2232632,41843,27,185.22,,0,27
5,1455,1,1101,2232632,41843,40,274.4,,0,40
4,1455,1,1101,2232632,41843,27,185.22,,0,27
7,1455,1,1101,2232632,41843,20,137.2,,0,20
6,1455,1,1101,2232632,43118,12,118.92,,0,12
8,1455,1,1101,2232632,43118,25,247.75,,0,25
3,1455,1,1101,2232632,43118,24,237.84,,0,24
5,1455,1,1101,2232632,43118,30,297.3,,0,30
4,1455,1,1101,2232632,43118,20,198.2,,0,20
7,1455,1,1101,2232632,43118,25,247.75,,0,25
6,1455,1,1101,2232632,43200,24,437.76,,0,24
8,1455,1,1101,2232632,43200,29,528.96,,0,29
3,1455,1,1101,2232632,43200,28,510.72,,0,28
5,1455,1,1101,2232632,43200,18,328.32,,0,18
4,1455,1,1101,2232632,43200,16,291.84,,0,16
7,1455,1,1101,2232632,43200,22,401.28,,0,22
6,1455,1,1101,2232632,43201,6,58.98,,0,6
8,1455,1,1101,2232632,43201,15,147.45,,0,15
3,1455,1,1101,2232632,43201,2,19.66,,0,2
5,1455,1,1101,2232632,43201,3,29.49,,0,3
4,1455,1,1101,2232632,43201,4,39.32,,0,4
7,1455,1,1101,2232632,43201,2,19.66,,0,2
6,1455,1,1101,2232632,43202,18,150.84,,0,18
8,1455,1,1101,2232632,43202,44,368.72,,0,44
3,1455,1,1101,2232632,43202,12,100.56,,0,12
5,1455,1,1101,2232632,43202,24,201.12,,0,24
4,1455,1,1101,2232632,43202,21,175.98,,0,21
7,1455,1,1101,2232632,43202,31,259.78,,0,31
6,1455,1,1101,2232632,43203,36,275.04,,0,36
8,1455,1,1101,2232632,43203,38,290.32,,0,38
3,1455,1,1101,2232632,43203,38,290.32,,0,38
5,1455,1,1101,2232632,43203,55,420.2,,0,55
4,1455,1,1101,2232632,43203,18,137.52,,0,18
7,1455,1,1101,2232632,43203,32,244.48,,0,32
6,1455,1,1101,2232632,43206,67,301.5,,0,67
8,1455,1,1101,2232632,43206,94,423,,0,94
3,1455,1,1101,2232632,43206,41,184.5,,0,41
5,1455,1,1101,2232632,43206,50,225,,0,50
